ts_s,rss_kib,fds,zombies,ctx_voluntary,ctx_involuntary
0,2428,194,0,29,2
2,10744,10005,0,6226,6
5,10744,10005,0,6226,11
7,10744,10005,0,6226,16
9,10744,10005,0,6226,22
11,10744,10005,0,6226,27
13,10744,10005,0,6226,31
15,10744,10005,0,6226,36
17,10744,10005,0,6226,42
19,10744,10005,0,6226,46
21,10744,10005,0,6226,52
23,10744,10005,0,6226,56
25,10744,10005,0,6226,61
27,10744,10005,0,6226,65
29,10744,10005,0,6226,71
31,10748,7444,0,6227,83
