model,rate,connections,throughput_rps,errors,p50,p90,p99,p999,p9999,max
preforked,500,1,500.0,0,127,134,174,181,270,270
preforked,5000,10,5000.0,0,81,84,92,102,10002431,10002431
preforked,20000,100,20000.0,0,77,82,86,92,10002431,10002431
preforked,40000,1000,40000.0,0,55,80,84,10002431,10002431,10010623
preforked,50000,10000,50000.0,0,61,81,9977855,10002431,10010623,10141695
