model,rate,connections,throughput_rps,errors,p50,p90,p99,p999,p9999,max
forking,500,1,500.0,0,127,135,164,173,286,286
forking,5000,10,5000.0,0,83,105,127,146,157,231
forking,20000,100,20000.0,0,77,84,96,106,115,1267
forking,40000,1000,40000.0,0,60,85,89,107,143,252
forking,50000,10000,5056.7,449433,74,93,118,175,200,278
