ts_s,rss_kib,fds,zombies,ctx_voluntary,ctx_involuntary
0,2472,5,0,3,1
2,2472,4,0,5,2
4,2472,4,0,7,4
6,2472,4,0,9,5
9,2472,4,0,10,5
11,2472,4,0,10,5
13,2472,4,0,10,5
16,2472,4,0,10,5
18,2472,4,0,10,5
20,2472,4,0,10,5
22,2472,4,0,10,5
25,2472,4,0,10,5
27,2472,4,0,10,5
29,2472,4,0,10,5
32,2472,4,0,10,5
34,2472,4,0,10,5
36,2472,4,0,10,5
