ts_s,rss_kib,fds,zombies,ctx_voluntary,ctx_involuntary
0,2900,197,0,28,1
2,3120,10004,0,7669,1
4,3120,10004,0,7669,1
6,3120,10004,0,7669,1
8,3120,10004,0,7669,1
10,3120,10004,0,7669,1
12,3120,10004,0,7669,1
14,3120,10004,0,7669,1
16,3120,10004,0,7669,1
18,3120,10004,0,7669,1
20,3120,10004,0,7669,1
22,3120,10004,0,7669,1
24,3120,10004,0,7669,1
26,3120,10004,0,7669,1
28,3120,10004,0,7669,1
30,3120,10004,0,7669,1
