model,rate,connections,throughput_rps,errors,p50,p90,p99,p999,p9999,max
iterative,500,1,500.0,0,110,129,170,183,260,260
iterative,5000,10,5000.0,0,81,83,95,101,10002431,10002431
iterative,20000,100,20000.0,0,78,79,87,96,10002431,10002431
iterative,40000,1000,40000.0,0,74,79,89,10018815,10027007,10051583
iterative,50000,10000,0.0,-1,0,0,0,0,0,0
