ts_s,rss_kib,fds,zombies,ctx_voluntary,ctx_involuntary
0,2652,416,0,47,1
2,9964,8005,0,2293,54
4,10040,8005,0,2293,64
6,10040,8005,0,2293,77
8,10040,8005,0,2294,84
10,10040,8005,0,2295,93
12,10044,8005,0,2296,100
15,10044,8005,0,2297,108
17,10044,8005,0,2297,114
19,10044,8005,0,2297,126
21,10044,8005,0,2297,150
23,10044,8005,0,2297,172
25,10044,8005,0,2297,208
27,10044,8005,0,2297,265
29,10044,8005,0,2297,335
31,10044,8005,0,2297,429
33,10044,5,0,2299,593
