ts_s,rss_kib,fds,zombies,ctx_voluntary,ctx_involuntary
0,2644,379,0,44,0
2,3684,3042,0,69,4
4,4588,5161,0,77,20
6,4588,6941,0,77,37
9,9128,7848,0,77,104
11,10176,8004,0,77,131
13,10176,8004,0,77,145
15,10176,8004,0,77,154
17,10176,8004,0,77,164
19,10176,8004,0,77,170
21,10176,8004,0,77,179
23,10176,8004,0,77,187
25,10176,8004,0,77,207
27,10176,8004,0,77,255
29,10176,8004,0,77,279
31,10176,8004,0,77,287
33,10176,8004,0,77,295
35,10176,8004,0,77,307
37,10176,8004,0,77,326
