model,rate,connections,throughput_rps,errors,p50,p90,p99,p999,p9999,max
forking,500,1,500.0,0,334,484,1094,2651,4447,4447
forking,5000,10,5000.0,0,110,222,1040,3383,4735,5419
forking,20000,100,20000.0,0,95,126,15055,40575,44415,51135
forking,40000,1000,40000.0,0,108,623103,1059839,1153023,1296383,1799167
forking,50000,10000,0.0,-2,0,0,0,0,0,0
