model,rate,connections,throughput_rps,errors,p50,p90,p99,p999,p9999,max
preforked,500,1,500.0,0,421,569,1150,1285,2477,2477
preforked,5000,10,5000.0,0,118,195,800,3797,6687,10002431
preforked,20000,100,20000.0,0,92,117,2061,4119,10002431,10002431
preforked,40000,1000,40000.0,0,88,125,953,10018815,10035199,10051583
preforked,50000,10000,0.0,-1,0,0,0,0,0,0
